s20.txt,s15.txt,s24.txt,s4.txt,s22.txt,s19.txt,s21.txt,s23.txt,s18.txt,s7.txt,s11.txt,s17.txt,s3.txt,s12.txt,s10.txt,s1.txt,s6.txt,s14.txt,s5.txt,s13.txt,s2.txt,s16.txt,s8.txt,s9.txt
0.9135,0.9408,0.8423,0.8806,0.9036,0.9545,0.9515,0.9445,0.9586,0.9219,0.9360,0.9503,0.9218,0.9064,0.9491,0.9356,0.8980,0.9294,0.9223,0.9540,0.9299,0.8616,0.8265,0.9574
