s20.txt,s15.txt,s24.txt,s4.txt,s22.txt,s19.txt,s21.txt,s23.txt,s18.txt,s7.txt,s11.txt,s17.txt,s3.txt,s12.txt,s10.txt,s1.txt,s6.txt,s14.txt,s5.txt,s13.txt,s2.txt,s16.txt,s8.txt,s9.txt
0.9482,0.9697,0.9604,0.9337,0.7448,0.9744,0.7671,0.9666,0.9727,0.9417,0.9757,0.9755,0.9586,0.9556,0.9757,0.9571,0.6331,0.6062,0.7198,0.7305,0.9586,0.9560,0.9437,0.9710
