s20.txt,s15.txt,s24.txt,s4.txt,s22.txt,s19.txt,s21.txt,s23.txt,s18.txt,s7.txt,s11.txt,s17.txt,s3.txt,s12.txt,s10.txt,s1.txt,s6.txt,s14.txt,s5.txt,s13.txt,s2.txt,s16.txt,s8.txt,s9.txt
0.9796,0.9880,0.9905,0.9900,0.9136,0.9911,0.9103,0.9426,0.9855,0.9890,0.9855,0.9844,0.9871,0.9783,0.9859,0.9950,0.9013,0.9310,0.9601,0.9197,0.9880,0.9910,0.9925,0.9829
