s1.txt,s10.txt,s11.txt,s12.txt,s13.txt,s14.txt,s15.txt,s16.txt,s17.txt,s18.txt,s19.txt,s2.txt,s20.txt,s21.txt,s22.txt,s23.txt,s24.txt,s3.txt,s4.txt,s5.txt,s6.txt,s7.txt,s8.txt,s9.txt
0.9781,0.9757,0.9748,0.9727,0.9774,0.9675,0.9684,0.9641,0.9805,0.9772,0.9805,0.9786,0.9777,0.9783,0.9610,0.9727,0.9593,0.9756,0.9711,0.9746,0.9571,0.9646,0.9576,0.9752
