s20.txt,s15.txt,s24.txt,s4.txt,s22.txt,s19.txt,s21.txt,s23.txt,s18.txt,s7.txt,s11.txt,s17.txt,s3.txt,s12.txt,s10.txt,s1.txt,s6.txt,s14.txt,s5.txt,s13.txt,s2.txt,s16.txt,s8.txt,s9.txt
0.9799,0.9697,0.9716,0.9771,0.9727,0.9794,0.9777,0.9760,0.9799,0.9726,0.9757,0.9799,0.9761,0.9718,0.9765,0.9771,0.9686,0.9705,0.9736,0.9748,0.9826,0.9697,0.9676,0.9752
