s1.txt,s10.txt,s11.txt,s12.txt,s13.txt,s14.txt,s15.txt,s16.txt,s17.txt,s18.txt,s19.txt,s2.txt,s20.txt,s21.txt,s22.txt,s23.txt,s24.txt,s3.txt,s4.txt,s5.txt,s6.txt,s7.txt,s8.txt,s9.txt
0.9686,0.9778,0.9757,0.9778,0.7578,0.6732,0.9752,0.9654,0.9811,0.9816,0.9799,0.9751,0.9799,0.8000,0.8262,0.9710,0.9677,0.9731,0.9636,0.7328,0.7198,0.9671,0.9626,0.9778
