vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410,vira9410
0.9799,0.9752,0.9677,0.9636,0.8262,0.9799,0.8000,0.9710,0.9816,0.9671,0.9757,0.9811,0.9731,0.9778,0.9778,0.9686,0.7198,0.6732,0.7328,0.7578,0.9751,0.9654,0.9626,0.9778,0.3846,0.5995,0.5046,0.8712,0.7928,0.3810,0.9519,0.7025,0.3651,0.6707,0.8879,0.4315,0.9796,0.9541,0.6642,0.6770,0.3966,0.4995,0.8191,0.6667,0.5554,0.5409,0.3468,0.7033,0.2512
