b49.txt,b21.txt,b33.txt,b31.txt,b32.txt,b37.txt,b23.txt,b24.txt,b22.txt,b43.txt,b36.txt,b35.txt,b38.txt,b39.txt,b40.txt,b25.txt,b26.txt,b30.txt,b45.txt,b50.txt,b46.txt,b47.txt,b44.txt,b34.txt,b29.txt,b42.txt,b41.txt,b48.txt,b27.txt,b28.txt
0.9363,0.9550,0.9649,0.9778,0.9173,0.9707,0.9401,0.9465,0.9559,0.9549,0.9579,0.9174,0.9456,0.9118,0.9055,0.9137,0.9314,0.8587,0.9596,0.9498,0.9631,0.9635,0.9600,0.9673,0.9610,0.9552,0.9481,0.9719,0.9225,0.9324
