b21.txt,b22.txt,b23.txt,b24.txt,b25.txt,b26.txt,b27.txt,b28.txt,b29.txt,b30.txt,b31.txt,b32.txt,b33.txt,b34.txt,b35.txt,b36.txt,b37.txt,b38.txt,b39.txt,b40.txt,b41.txt,b42.txt,b43.txt,b44.txt,b45.txt,b46.txt,b47.txt,b48.txt,b49.txt,b50.txt
0.9536,0.9518,0.9401,0.9443,0.9066,0.9289,0.9250,0.9333,0.9706,0.8556,0.9711,0.9213,0.9619,0.9651,0.9207,0.9559,0.9577,0.9456,0.9102,0.9017,0.9435,0.9571,0.9556,0.9536,0.9501,0.9639,0.9635,0.9692,0.9150,0.9484
