b49.txt,b21.txt,b33.txt,b31.txt,b32.txt,b37.txt,b23.txt,b24.txt,b22.txt,b43.txt,b36.txt,b35.txt,b38.txt,b39.txt,b40.txt,b25.txt,b26.txt,b30.txt,b45.txt,b50.txt,b46.txt,b47.txt,b44.txt,b34.txt,b29.txt,b42.txt,b41.txt,b48.txt,b27.txt,b28.txt
0.9723,0.9823,0.9822,0.9489,0.9052,0.8675,0.8920,0.9625,0.9754,0.9403,0.9800,0.9283,0.8180,0.9733,0.9447,0.9760,0.9484,0.9545,0.9157,0.9771,0.9857,0.9890,0.9571,0.9391,0.9335,0.9741,0.8750,0.9777,0.9660,0.9146
