b1.txt,b10.txt,b11.txt,b12.txt,b13.txt,b14.txt,b15.txt,b16.txt,b17.txt,b18.txt,b19.txt,b2.txt,b20.txt,b3.txt,b4.txt,b5.txt,b6.txt,b7.txt,b8.txt,b9.txt
0.9733,0.9666,0.9476,0.8970,0.9704,0.9755,0.9282,0.9685,0.9588,0.9608,0.9710,0.9518,0.9761,0.9744,0.9733,0.9469,0.9446,0.9129,0.9455,0.9743
