b8.txt,b2.txt,b9.txt,b15.txt,b20.txt,b1.txt,b10.txt,b5.txt,b7.txt,b19.txt,b14.txt,b3.txt,b17.txt,b18.txt,b11.txt,b13.txt,b16.txt,b12.txt,b6.txt,b4.txt
0.9420,0.9579,0.9732,0.9346,0.9712,0.9725,0.9689,0.9463,0.9118,0.9735,0.9736,0.9654,0.9615,0.9643,0.9536,0.9683,0.9718,0.9044,0.9529,0.9733
