b1.txt,b10.txt,b11.txt,b12.txt,b13.txt,b14.txt,b15.txt,b16.txt,b17.txt,b18.txt,b19.txt,b2.txt,b20.txt,b3.txt,b4.txt,b5.txt,b6.txt,b7.txt,b8.txt,b9.txt
0.9822,0.9806,0.9790,0.9322,0.9566,0.9803,0.9827,0.9917,0.9827,0.9852,0.9840,0.9900,0.9438,0.9887,0.8368,0.9633,0.9778,0.9037,0.9033,0.9866
