ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor,ganjoor
0.9118,0.9722,0.9259,0.8462,0.8824,0.9286,0.9583,0.9394,0.9474,0.8485,0.8966,0.9500,0.9444,0.9375,0.9394,0.9722,0.9459,0.9118,0.9697,0.8378,0.9286,0.8974,0.8611,0.9355,0.9429,0.9655,0.9211,0.9118,0.8919,0.9730,0.9310,0.9667,0.9032,0.9167,0.9375,0.9722,0.7059,0.9310,0.9714,0.8684,0.9091,0.8095,0.9459,0.9583,0.9706,0.8140,0.9091,0.9615,0.8182,0.8947,0.9394,0.9091,0.9459,0.9655,0.9286,0.9429,0.9714,0.9706,0.8824,0.8919,0.9744,0.9722,0.9600,0.9744,0.9677,0.9118,0.9655,0.9750,0.8889,0.9286,0.9677,0.9032,0.9444,0.9667,0.8857,0.9688,0.9737,0.9032,0.9355,0.9286,0.9722,0.9063,0.9706,0.9189,1.0000,0.9333,0.8889,0.9394,0.9688,0.9474,0.9091,0.9286,0.9355,0.9375,0.9722,0.9655,0.9655,0.8857,0.9333,0.9429,0.8261
