m1.txt,m10.txt,m12.txt,m13.txt,m14.txt,m2.txt,m3.txt,m4.txt,m5.txt,m6.txt,m7.txt,m8.txt,m9.txt
0.9889,0.9773,0.5798,0.5654,0.9736,0.7584,0.6439,0.7956,0.6405,0.9763,0.9480,0.6000,0.4802
