m8.txt,m2.txt,m12.txt,m10.txt,m4.txt,m9.txt,m6.txt,m14.txt,m5.txt,m13.txt,m7.txt,m3.txt,m1.txt
0.4468,0.5958,0.5265,0.8927,0.7389,0.2101,0.8571,0.5300,0.4108,0.6439,0.7858,0.4922,0.8897
