m1.txt,m10.txt,m12.txt,m13.txt,m14.txt,m2.txt,m3.txt,m4.txt,m5.txt,m6.txt,m7.txt,m8.txt,m9.txt
0.9796,0.8712,0.5046,0.6707,0.7025,0.5995,0.4315,0.7928,0.3651,0.9519,0.8879,0.3846,0.3810
