m1.txt,m10.txt,m12.txt,m13.txt,m14.txt,m2.txt,m3.txt,m4.txt,m5.txt,m6.txt,m7.txt,m8.txt,m9.txt
0.9889,0.9682,0.5800,0.5735,0.9636,0.7799,0.6489,0.8014,0.6489,0.9755,0.9520,0.6000,0.4720
