m1.txt,m10.txt,m12.txt,m13.txt,m14.txt,m2.txt,m3.txt,m4.txt,m5.txt,m6.txt,m7.txt,m8.txt,m9.txt
0.9876,0.8917,0.5011,0.6781,0.7058,0.5971,0.4537,0.8011,0.3431,0.9608,0.8966,0.3538,0.3721
