m1.txt,m10.txt,m12.txt,m13.txt,m14.txt,m2.txt,m3.txt,m4.txt,m5.txt,m6.txt,m7.txt,m8.txt,m9.txt
0.9994,0.9902,0.6949,0.7126,0.8580,0.8786,0.6380,0.7998,0.7491,0.9861,0.9947,0.8462,0.4473
