d1.txt,d10.txt,d11.txt,d12.txt,d13.txt,d2.txt,d3.txt,d4.txt,d5.txt,d6.txt,d7.txt,d8.txt,d9.txt
0.4819,0.4291,0.4447,0.7945,0.5500,0.9642,0.9685,0.6640,0.7995,0.6522,0.6764,0.7805,0.8708
