d1.txt,d10.txt,d11.txt,d12.txt,d2.txt,d3.txt,d4.txt,d5.txt,d6.txt,d7.txt,d8.txt,d9.txt
0.8970,0.3524,0.5088,0.8618,0.9871,0.9961,0.6758,0.9441,0.8195,0.6549,0.8352,1.0000
