d1.txt,d10.txt,d11.txt,d12.txt,d2.txt,d3.txt,d4.txt,d5.txt,d6.txt,d7.txt,d8.txt,d9.txt
0.8191,0.3468,0.3966,0.4995,0.6667,0.9541,0.7033,0.5554,0.2512,0.5409,0.6642,0.6770
