d3.txt,d8.txt,d9.txt,d11.txt,d12.txt,d1.txt,d2.txt,d5.txt,d7.txt,d10.txt,d4.txt,d6.txt
0.4694,0.6110,0.8784,0.3362,0.5421,0.6539,0.8485,0.6415,0.4196,0.1492,0.5957,0.5512
