d3.txt,d8.txt,d9.txt,d11.txt,d13.txt,d12.txt,d1.txt,d2.txt,d5.txt,d7.txt,d10.txt,d4.txt,d6.txt
0.9738,0.7883,0.8830,0.4584,0.5441,0.7937,0.4903,0.9607,0.8188,0.6627,0.4489,0.6771,0.6541
