d3.txt,d8.txt,d9.txt,d11.txt,d12.txt,d1.txt,d2.txt,d5.txt,d7.txt,d10.txt,d4.txt,d6.txt
0.9633,0.6777,0.8382,0.4659,0.5090,0.8535,0.6843,0.5640,0.6258,0.3345,0.6995,0.3235
